DC ID,DC Name,Delivery Date,Weekday,Time Scope,DC Capacity,Orders Delivered,Items Delivered,Service Type,State
DC_004,West Urban Hub DC_004,2026-04-26,Sunday,Evening,543,366,932,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-04-26,Sunday,Morning,119,63,197,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-04-26,Sunday,Afternoon,146,104,291,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-04-26,Sunday,Evening,71,44,156,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-04-26,Sunday,Morning,0,0,0,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-04-26,Sunday,Afternoon,0,0,0,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-04-26,Sunday,Evening,0,0,0,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-04-26,Sunday,Morning,420,247,776,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-04-26,Sunday,Afternoon,635,423,1251,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-04-26,Sunday,Evening,280,163,608,Urban Hub,South
DC_008,East Regional Center DC_008,2026-04-26,Sunday,Morning,1824,212,616,Regional Center,East
DC_008,East Regional Center DC_008,2026-04-26,Sunday,Afternoon,2122,332,929,Regional Center,East
DC_008,East Regional Center DC_008,2026-04-26,Sunday,Evening,1243,148,491,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-04-26,Sunday,Morning,0,0,0,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-04-26,Sunday,Afternoon,0,0,0,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-04-26,Sunday,Evening,0,0,0,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-04-26,Sunday,Morning,97,82,276,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-04-26,Sunday,Afternoon,137,128,445,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-04-26,Sunday,Evening,75,70,220,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-04-26,Sunday,Morning,560,370,1131,Regional Center,North
DC_011,North Regional Center DC_011,2026-04-26,Sunday,Afternoon,865,520,1636,Regional Center,North
DC_011,North Regional Center DC_011,2026-04-26,Sunday,Evening,544,330,1061,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-04-26,Sunday,Morning,0,0,0,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-04-26,Sunday,Afternoon,0,0,0,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-04-26,Sunday,Evening,0,0,0,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-04-26,Sunday,Morning,388,242,773,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-04-26,Sunday,Afternoon,630,341,1040,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-04-26,Sunday,Evening,305,182,586,Urban Hub,East
DC_014,West Regional Center DC_014,2026-04-26,Sunday,Morning,852,510,1494,Regional Center,West
DC_014,West Regional Center DC_014,2026-04-26,Sunday,Afternoon,1154,776,2330,Regional Center,West
DC_014,West Regional Center DC_014,2026-04-26,Sunday,Evening,618,370,1150,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-04-26,Sunday,Morning,0,0,0,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-04-26,Sunday,Afternoon,0,0,0,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-04-26,Sunday,Evening,0,0,0,Satellite Depot,Central
DC_016,North Urban Hub DC_016,2026-04-26,Sunday,Morning,242,236,473,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-04-26,Sunday,Afternoon,306,262,681,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-04-26,Sunday,Evening,293,121,402,Urban Hub,North
DC_017,South Regional Center DC_017,2026-04-26,Sunday,Morning,585,264,849,Regional Center,South
DC_017,South Regional Center DC_017,2026-04-26,Sunday,Afternoon,716,429,1392,Regional Center,South
DC_017,South Regional Center DC_017,2026-04-26,Sunday,Evening,445,209,685,Regional Center,South
DC_018,East Satellite Depot DC_018,2026-04-26,Sunday,Morning,0,0,0,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-04-26,Sunday,Afternoon,0,0,0,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-04-26,Sunday,Evening,0,0,0,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-04-26,Sunday,Morning,685,487,1337,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-04-26,Sunday,Afternoon,1068,716,2122,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-04-26,Sunday,Evening,718,363,1095,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-04-26,Sunday,Morning,339,203,648,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-04-26,Sunday,Afternoon,541,312,990,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-04-26,Sunday,Evening,313,183,583,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-04-26,Sunday,Morning,0,0,0,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-04-26,Sunday,Afternoon,0,0,0,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-04-26,Sunday,Evening,0,0,0,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-04-26,Sunday,Morning,259,159,472,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-04-26,Sunday,Afternoon,323,199,630,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-04-26,Sunday,Evening,241,120,430,Urban Hub,South
DC_023,East Regional Center DC_023,2026-04-26,Sunday,Morning,835,503,1435,Regional Center,East
DC_023,East Regional Center DC_023,2026-04-26,Sunday,Afternoon,887,556,1913,Regional Center,East
DC_023,East Regional Center DC_023,2026-04-26,Sunday,Evening,754,364,1293,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-04-26,Sunday,Morning,0,0,0,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-04-26,Sunday,Afternoon,0,0,0,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-04-26,Sunday,Evening,0,0,0,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-04-27,Monday,Morning,447,299,789,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-04-27,Monday,Afternoon,573,368,1196,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-04-27,Monday,Evening,401,216,680,Urban Hub,North
DC_002,South Regional Center DC_002,2026-04-27,Monday,Morning,147,92,288,Regional Center,South
DC_002,South Regional Center DC_002,2026-04-27,Monday,Afternoon,184,161,374,Regional Center,South
DC_002,South Regional Center DC_002,2026-04-27,Monday,Evening,98,84,229,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-04-27,Monday,Morning,203,211,629,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-04-27,Monday,Afternoon,321,332,1041,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-04-27,Monday,Evening,183,146,568,Satellite Depot,East
DC_004,West Urban Hub DC_004,2026-04-27,Monday,Morning,510,366,977,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-04-27,Monday,Afternoon,664,501,1385,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-04-27,Monday,Evening,353,193,666,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-04-27,Monday,Morning,81,56,148,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-04-27,Monday,Afternoon,115,86,229,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-04-27,Monday,Evening,66,40,134,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-04-27,Monday,Morning,729,93,300,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-04-27,Monday,Afternoon,1441,169,460,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-04-27,Monday,Evening,588,70,225,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-04-27,Monday,Morning,358,220,746,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-04-27,Monday,Afternoon,528,351,1014,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-04-27,Monday,Evening,308,265,596,Urban Hub,South
DC_008,East Regional Center DC_008,2026-04-27,Monday,Morning,1788,248,731,Regional Center,East
DC_008,East Regional Center DC_008,2026-04-27,Monday,Afternoon,2833,339,1061,Regional Center,East
DC_008,East Regional Center DC_008,2026-04-27,Monday,Evening,1092,160,491,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-04-27,Monday,Morning,250,162,524,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-04-27,Monday,Afternoon,372,207,774,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-04-27,Monday,Evening,233,141,443,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-04-27,Monday,Morning,85,82,248,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-04-27,Monday,Afternoon,108,100,296,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-04-27,Monday,Evening,52,58,189,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-04-27,Monday,Morning,492,250,860,Regional Center,North
DC_011,North Regional Center DC_011,2026-04-27,Monday,Afternoon,805,507,1517,Regional Center,North
DC_011,North Regional Center DC_011,2026-04-27,Monday,Evening,496,263,843,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-04-27,Monday,Morning,536,353,1026,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-04-27,Monday,Afternoon,750,489,1345,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-04-27,Monday,Evening,367,253,764,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-04-27,Monday,Morning,311,173,530,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-04-27,Monday,Afternoon,462,219,783,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-04-27,Monday,Evening,238,142,473,Urban Hub,East
DC_014,West Regional Center DC_014,2026-04-27,Monday,Morning,642,365,1157,Regional Center,West
DC_014,West Regional Center DC_014,2026-04-27,Monday,Afternoon,817,502,1600,Regional Center,West
DC_014,West Regional Center DC_014,2026-04-27,Monday,Evening,538,281,880,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-04-27,Monday,Morning,2205,216,698,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-04-27,Monday,Afternoon,2378,382,1147,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-04-27,Monday,Evening,1636,180,566,Satellite Depot,Central
DC_016,North Urban Hub DC_016,2026-04-27,Monday,Morning,225,127,389,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-04-27,Monday,Afternoon,236,166,483,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-04-27,Monday,Evening,196,108,318,Urban Hub,North
DC_017,South Regional Center DC_017,2026-04-27,Monday,Morning,347,202,651,Regional Center,South
DC_017,South Regional Center DC_017,2026-04-27,Monday,Afternoon,553,333,1113,Regional Center,South
DC_017,South Regional Center DC_017,2026-04-27,Monday,Evening,312,200,619,Regional Center,South
DC_018,East Satellite Depot DC_018,2026-04-27,Monday,Morning,187,119,388,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-04-27,Monday,Afternoon,275,157,475,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-04-27,Monday,Evening,169,94,317,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-04-27,Monday,Morning,624,385,1308,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-04-27,Monday,Afternoon,828,552,1628,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-04-27,Monday,Evening,469,250,856,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-04-27,Monday,Morning,234,167,526,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-04-27,Monday,Afternoon,476,293,910,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-04-27,Monday,Evening,182,128,379,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-04-27,Monday,Morning,1291,166,562,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-04-27,Monday,Afternoon,2595,314,970,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-04-27,Monday,Evening,1180,141,492,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-04-27,Monday,Morning,198,133,442,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-04-27,Monday,Afternoon,312,179,632,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-04-27,Monday,Evening,198,134,415,Urban Hub,South
DC_023,East Regional Center DC_023,2026-04-27,Monday,Morning,574,324,1139,Regional Center,East
DC_023,East Regional Center DC_023,2026-04-27,Monday,Afternoon,917,578,1800,Regional Center,East
DC_023,East Regional Center DC_023,2026-04-27,Monday,Evening,509,300,941,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-04-27,Monday,Morning,294,173,539,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-04-27,Monday,Afternoon,329,192,661,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-04-27,Monday,Evening,233,138,446,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-04-28,Tuesday,Morning,319,198,631,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-04-28,Tuesday,Afternoon,505,299,962,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-04-28,Tuesday,Evening,283,147,520,Urban Hub,North
DC_002,South Regional Center DC_002,2026-04-28,Tuesday,Morning,235,140,390,Regional Center,South
DC_002,South Regional Center DC_002,2026-04-28,Tuesday,Afternoon,239,134,444,Regional Center,South
DC_002,South Regional Center DC_002,2026-04-28,Tuesday,Evening,146,87,280,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-04-28,Tuesday,Morning,240,235,726,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-04-28,Tuesday,Afternoon,366,357,1007,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-04-28,Tuesday,Evening,215,210,682,Satellite Depot,East
DC_004,West Urban Hub DC_004,2026-04-28,Tuesday,Morning,616,303,991,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-04-28,Tuesday,Afternoon,645,512,1355,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-04-28,Tuesday,Evening,602,307,1033,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-04-28,Tuesday,Morning,152,68,223,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-04-28,Tuesday,Afternoon,116,75,228,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-04-28,Tuesday,Evening,87,45,149,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-04-28,Tuesday,Morning,458,66,199,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-04-28,Tuesday,Afternoon,669,97,299,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-04-28,Tuesday,Evening,498,74,216,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-04-28,Tuesday,Morning,297,162,565,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-04-28,Tuesday,Afternoon,462,290,884,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-04-28,Tuesday,Evening,223,152,472,Urban Hub,South
DC_008,East Regional Center DC_008,2026-04-28,Tuesday,Morning,1439,178,527,Regional Center,East
DC_008,East Regional Center DC_008,2026-04-28,Tuesday,Afternoon,2018,209,725,Regional Center,East
DC_008,East Regional Center DC_008,2026-04-28,Tuesday,Evening,1078,180,446,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-04-28,Tuesday,Morning,352,219,652,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-04-28,Tuesday,Afternoon,530,369,949,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-04-28,Tuesday,Evening,290,185,558,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-04-28,Tuesday,Morning,94,79,250,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-04-28,Tuesday,Afternoon,145,166,458,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-04-28,Tuesday,Evening,75,70,231,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-04-28,Tuesday,Morning,876,362,1170,Regional Center,North
DC_011,North Regional Center DC_011,2026-04-28,Tuesday,Afternoon,950,504,1540,Regional Center,North
DC_011,North Regional Center DC_011,2026-04-28,Tuesday,Evening,608,293,961,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-04-28,Tuesday,Morning,587,385,1109,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-04-28,Tuesday,Afternoon,699,531,1445,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-04-28,Tuesday,Evening,511,307,945,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-04-28,Tuesday,Morning,307,175,568,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-04-28,Tuesday,Afternoon,448,282,881,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-04-28,Tuesday,Evening,256,204,520,Urban Hub,East
DC_014,West Regional Center DC_014,2026-04-28,Tuesday,Morning,620,390,1348,Regional Center,West
DC_014,West Regional Center DC_014,2026-04-28,Tuesday,Afternoon,1112,690,2028,Regional Center,West
DC_014,West Regional Center DC_014,2026-04-28,Tuesday,Evening,539,368,1066,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-04-28,Tuesday,Morning,1938,294,906,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-04-28,Tuesday,Afternoon,3392,347,1143,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-04-28,Tuesday,Evening,1685,239,708,Satellite Depot,Central
DC_016,North Urban Hub DC_016,2026-04-28,Tuesday,Morning,173,110,320,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-04-28,Tuesday,Afternoon,262,121,435,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-04-28,Tuesday,Evening,124,84,248,Urban Hub,North
DC_017,South Regional Center DC_017,2026-04-28,Tuesday,Morning,399,217,734,Regional Center,South
DC_017,South Regional Center DC_017,2026-04-28,Tuesday,Afternoon,669,367,1151,Regional Center,South
DC_017,South Regional Center DC_017,2026-04-28,Tuesday,Evening,319,218,694,Regional Center,South
DC_018,East Satellite Depot DC_018,2026-04-28,Tuesday,Morning,147,105,295,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-04-28,Tuesday,Afternoon,231,141,389,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-04-28,Tuesday,Evening,129,80,249,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-04-28,Tuesday,Morning,326,255,735,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-04-28,Tuesday,Afternoon,1002,559,1619,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-04-28,Tuesday,Evening,327,225,636,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-04-28,Tuesday,Morning,342,169,558,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-04-28,Tuesday,Afternoon,438,330,967,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-04-28,Tuesday,Evening,315,172,517,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-04-28,Tuesday,Morning,1099,133,445,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-04-28,Tuesday,Afternoon,2113,224,752,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-04-28,Tuesday,Evening,1028,132,386,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-04-28,Tuesday,Morning,146,101,321,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-04-28,Tuesday,Afternoon,279,138,512,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-04-28,Tuesday,Evening,177,102,310,Urban Hub,South
DC_023,East Regional Center DC_023,2026-04-28,Tuesday,Morning,720,469,1371,Regional Center,East
